,accuracy,accuracy_diff,accuracy_ratio,balanced_accuracy,balanced_accuracy_diff,balanced_accuracy_ratio,brier_score_loss,ece,ece_quantile,equalized_odds_diff,equalized_odds_ratio,fnr,fnr_diff,fnr_ratio,fpr,fpr_diff,fpr_ratio,log_loss,model_name,n_negatives,n_positives,n_samples,ppr,ppr_diff,ppr_ratio,precision,precision_diff,precision_ratio,predictions_path,roc_auc,threshold,tnr,tnr_diff,tnr_ratio,tpr,tpr_diff,tpr_ratio,config_batch_size,config_context_size,config_correct_order_bias,config_dataset_hash,config_dataset_name,config_dataset_subsampling,config_feature_subset,config_few_shot,config_model_hash,config_model_name,config_numeric_risk_prompting,config_population_filter,config_reuse_few_shot_examples,config_seed,config_task_hash,config_task_name,base_name,name,is_inst,num_features,uses_all_features,fit_thresh_on_100,fit_thresh_accuracy,optimal_thresh,optimal_thresh_accuracy,score_stdev,score_mean
gemma-2b__ACSIncome__-1__QA,0.4483929107840192,0.20752445502220002,0.5529700639610043,0.5524913179263101,0.09586309439212992,0.8391189263199381,0.2496968131003338,0.14223316176322043,,0.39102072141212585,0.0,0.053565887674946515,0.19929453262786595,0.0,0.8414514764724331,0.39102072141212585,0.6089792785878742,0.6925418454201862,google--gemma-2b,105217,61233,166450,0.8800720937218384,0.3567601638827608,0.6432398361172392,0.39561602315548033,0.23051841391142872,0.49108258770442487,/lustre/fast/fast/groups/sf/folktexts-results/2024-08-28_2/model-google--gemma-2b_task-ACSIncome/google--gemma-2b_bench-1017769696/ACSIncome_full_seed-42_hash-3282105456.test_predictions.csv,0.6252679250613238,0.5,0.15854852352756685,0.39102072141212585,0.0,0.9464341123250535,0.199294532627866,0.800705467372134,20,600,False,3282105456,ACSIncome_full_seed-42_hash-3282105456,,full,,2411218155,gemma-2b,False,,False,42,662640833,ACSIncome,gemma-2b,Gemma 2B,False,-1,True,0.5155722326454034,0.5941363772904776,0.5154257507198684,0.5803664764193451,0.01627934254638469,0.5101094008740427
Meta-Llama-3-70B__ACSMobility__-1__Num,0.7266563597126937,0.15261305675705006,0.8127021576163477,0.5127042572045044,0.18405000796305138,0.7312285597999885,0.19974821490772052,0.06315474280924438,,0.47261306532663316,0.1039182441915045,0.9422351939681382,0.47261306532663316,0.5140790493412555,0.03235629162285314,0.13651038010834815,0.1039182441915045,0.5949847450350607,meta-llama--Meta-Llama-3-70B,45648,16446,62094,0.039085902019518795,0.16627771584293322,0.10210033444816055,0.39142974866089825,0.2,0.5555555555555556,/lustre/fast/fast/groups/sf/folktexts-results/2024-08-28_2/model-meta-llama--Meta-Llama-3-70B_task-ACSMobility/meta-llama--Meta-Llama-3-70B_bench-1966794652/ACSMobility_full_seed-42_hash-3130101066.test_predictions.csv,0.526391275109154,0.5,0.9676437083771469,0.13651038010834815,0.8612937537631375,0.05776480603186185,0.47261306532663316,0.054773869346733665,10,600,False,3130101066,ACSMobility_full_seed-42_hash-3130101066,,full,,1310559130,Meta-Llama-3-70B,True,,False,42,748098781,ACSMobility,Meta-Llama-3-70B,Llama 3 70B,False,-1,True,0.2465,0.48457177827165265,0.2465,0.48457177827165265,0.08399929823573578,0.21382388636583247
Meta-Llama-3-70B__ACSMobility__-1__QA,0.5295197603633202,0.21473232287293337,0.6228414066633616,0.5298993692258371,0.11845039018952064,0.7900197628458497,0.24110902247244057,0.21838382479561297,,0.3862803144489472,0.38151529242843274,0.46929344521464184,0.3256109607868402,0.38151529242843274,0.47090781633368384,0.3862803144489472,0.5061479524133713,0.6752396627754925,meta-llama--Meta-Llama-3-70B,45648,16446,62094,0.4867459013753342,0.3427471880828752,0.5486091332249234,0.2887771307570143,0.18426130099228227,0.40418894830659535,/lustre/fast/fast/groups/sf/folktexts-results/2024-08-28_2/model-meta-llama--Meta-Llama-3-70B_task-ACSMobility/meta-llama--Meta-Llama-3-70B_bench-2854835519/ACSMobility_full_seed-42_hash-1600556545.test_predictions.csv,0.5504707844479202,0.5,0.5290921836663162,0.38628031444894717,0.3605711408623887,0.5307065547853581,0.3256109607868402,0.5925509902453444,10,600,False,1600556545,ACSMobility_full_seed-42_hash-1600556545,,full,,2420935296,Meta-Llama-3-70B,False,,False,42,3534097513,ACSMobility,Meta-Llama-3-70B,Llama 3 70B,False,-1,True,0.4688478941872607,0.49466937224208457,0.5310393756651295,0.664685798949979,0.039183777340994645,0.4832403326707717
Meta-Llama-3-8B__ACSTravelTime__-1__QA,0.5617222922987761,0.40154881714808527,0.5502653247941445,0.5000405977508622,0.0003629764065335994,0.9992745738121146,0.25273302366897865,0.08388182193809555,0.08388182193808814,0.0007259528130671506,0.0,0.999906665629618,0.0007259528130671988,0.9992740471869328,1.2138868657441126e-05,0.000154273372415921,0.0,0.6995675490951466,meta-llama--Meta-Llama-3-8B,82380,64285,146665,4.772781508880783e-05,0.0003557452863749555,0.0,0.8571428571428571,1.0,0.0,/lustre/fast/fast/groups/sf/folktexts-results/2024-08-28_2/model-meta-llama--Meta-Llama-3-8B_task-ACSTravelTime/meta-llama--Meta-Llama-3-8B_bench-1987561417/ACSTravelTime_full_seed-42_hash-969596235.test_predictions.csv,0.525141679867226,0.5,0.9999878611313425,0.000154273372415914,0.9998457266275841,9.333437038189314e-05,0.0007259528130671506,0.0,10,600,False,969596235,ACSTravelTime_full_seed-42_hash-969596235,,full,,427880411,Meta-Llama-3-8B,False,,False,42,78666164,ACSTravelTime,Meta-Llama-3-8B,Llama 3 8B,False,-1,True,0.3486682808716707,0.5151331265128013,0.3487638085218306,0.5302082978215662,0.03091675888436374,0.35442997705962614
Meta-Llama-3-8B__ACSTravelTime__-1__Num,0.43831861725701426,0.40154881714808516,0.21062435765673176,0.5000060694343287,7.5824209153640965e-06,0.9999848353881382,0.2606641093846521,0.11489711928564976,,1.5164841830728193e-05,0.0,0.0,0.0,0.0,0.9999878611313425,1.5164841830728193e-05,0.9999848351581693,0.7146365285724818,meta-llama--Meta-Llama-3-8B,82380,64285,146665,0.9999931817407016,8.721513356957367e-06,0.999991278486643,0.43831478754159164,0.40154881714808516,0.21062435765673176,/lustre/fast/fast/groups/sf/folktexts-results/2024-08-28_2/model-meta-llama--Meta-Llama-3-8B_task-ACSTravelTime/meta-llama--Meta-Llama-3-8B_bench-2200166982/ACSTravelTime_full_seed-42_hash-206656229.test_predictions.csv,0.47760678007695273,0.5,1.2138868657441126e-05,1.5164841830699706e-05,0.0,1.0,0.0,1.0,10,600,False,206656229,ACSTravelTime_full_seed-42_hash-206656229,,full,,3694096538,Meta-Llama-3-8B,True,,False,42,3731140739,ACSTravelTime,Meta-Llama-3-8B,Llama 3 8B,False,-1,True,0.5847,0.5476494051068762,0.5067,0.43833907203490946,0.019895796182187564,0.5532089182831623
Meta-Llama-3-8B-Instruct__ACSPublicCoverage__-1__QA,0.7150901791283416,0.22493754803996924,0.7025373551534865,0.5798886382370243,0.09230465186986914,0.848280859570215,0.2152398168758139,0.11114781245848686,0.11623500862576697,0.28824436154897826,0.15596423463691034,0.7554973359630273,0.28824436154897826,0.6744937373295342,0.08472538756292419,0.2605445004930398,0.15596423463691034,0.6476848784290126,meta-llama--Meta-Llama-3-8B-Instruct,79858,33971,113829,0.1324091400258282,0.2834675723926474,0.1833516231555687,0.551088110403397,0.36878216123499147,0.49292452830188677,/lustre/fast/fast/groups/sf/folktexts-results/2024-08-28_2/model-meta-llama--Meta-Llama-3-8B-Instruct_task-ACSPublicCoverage/meta-llama--Meta-Llama-3-8B-Instruct_bench-1462012688/ACSPublicCoverage_full_seed-42_hash-4154753865.test_predictions.csv,0.5953769688643693,0.5,0.9152746124370759,0.2605445004930398,0.7262772739814956,0.2445026640369727,0.28824436154897826,0.284252681040491,10,600,False,4154753865,ACSPublicCoverage_full_seed-42_hash-4154753865,,full,,3687922458,Meta-Llama-3-8B-Instruct,False,,False,42,2726196641,ACSPublicCoverage,Meta-Llama-3-8B,Llama 3 8B (it),True,-1,True,0.4378780828292229,0.7076491930878774,0.4072672218016654,0.6913176782717937,0.19400777848338183,0.2679174540876779
Meta-Llama-3-8B-Instruct__ACSPublicCoverage__-1__Num,0.6823832239587452,0.196827004180537,0.7216984579801768,0.5889785165524949,0.12445634087964608,0.7997203656918872,0.22139137795160194,0.168675166872685,,0.3533534282230981,0.3658417953724276,0.6427246769303229,0.3533534282230982,0.5722563763615127,0.17931828996468732,0.23318194364741027,0.3658417953724276,0.6422764574514843,meta-llama--Meta-Llama-3-8B-Instruct,79858,33971,113829,0.23242758875154837,0.20850988700564974,0.4592490842490842,0.4587443776694259,0.3042676564161984,0.45817524674727217,/lustre/fast/fast/groups/sf/folktexts-results/2024-08-28_2/model-meta-llama--Meta-Llama-3-8B-Instruct_task-ACSPublicCoverage/meta-llama--Meta-Llama-3-8B-Instruct_bench-4259102304/ACSPublicCoverage_full_seed-42_hash-2843279777.test_predictions.csv,0.638529312154254,0.5,0.8206817100353127,0.2331819436474103,0.7305746433062409,0.3572753230696771,0.3533534282230981,0.32983899567345204,10,600,False,2843279777,ACSPublicCoverage_full_seed-42_hash-2843279777,,full,,2069374508,Meta-Llama-3-8B-Instruct,True,,False,42,3037205103,ACSPublicCoverage,Meta-Llama-3-8B,Llama 3 8B (it),True,-1,True,0.45497,0.6852032434616837,0.45438,0.685194458354198,0.09121940435103221,0.4476875877851864
Mixtral-8x22B-v0.1__ACSIncome__-1__QA,0.6795554220486633,0.16656627478248676,0.7981226929393314,0.5673614762309975,0.17424161063339316,0.7415739285658922,0.18761932737477785,0.1649858702380405,0.1648298474110273,0.3855893186003683,0.0,0.8572175134322996,0.38558931860036827,0.6144106813996317,0.008059534105705353,0.03710609733358195,0.0,0.5534769961459208,mistralai--Mixtral-8x22B-v0.1,105217,61233,166450,0.05762090717933313,0.19305655712372516,0.0,0.9115837764570952,1.0,0.0,/lustre/fast/fast/groups/sf/folktexts-results/2024-08-28_2/model-mistralai--Mixtral-8x22B-v0.1_task-ACSIncome/mistralai--Mixtral-8x22B-v0.1_bench-4233090529/ACSIncome_full_seed-42_hash-3282105456.test_predictions.csv,0.8527272233387266,0.5,0.9919404658942946,0.037106097333581944,0.9628939026664181,0.14278248656770043,0.3855893186003683,0.0,10,600,False,3282105456,ACSIncome_full_seed-42_hash-3282105456,,full,,2250684774,Mixtral-8x22B-v0.1,False,,False,42,662640833,ACSIncome,Mixtral-8x22B-v0.1,Mixtral 8x22B,False,-1,True,0.29424216765453,0.741598077500751,0.2943621719927254,0.7544547912285972,0.10232321612635145,0.31304882706566495
Mixtral-8x22B-v0.1__ACSIncome__-1__Num,0.7405827575848604,0.1485269549885374,0.8285619721674861,0.7614283287388227,0.12512236963902168,0.8436258869053451,0.1757524884349655,0.12727527786121606,,0.5137207902487262,0.10793078990592804,0.15968513709927654,0.5137207902487262,0.10793078990592804,0.317458205423078,0.39642316648526293,0.1389155764032138,1.9357885366457885,mistralai--Mixtral-8x22B-v0.1,105217,61233,166450,0.509804746170021,0.525131185670255,0.22093100729005583,0.606373074702146,0.19262238565846934,0.7289018275917839,/lustre/fast/fast/groups/sf/folktexts-results/2024-08-28_2/model-mistralai--Mixtral-8x22B-v0.1_task-ACSIncome/mistralai--Mixtral-8x22B-v0.1_bench-652998970/ACSIncome_full_seed-42_hash-1634456007.test_predictions.csv,0.8203648868178224,0.5,0.682541794576922,0.3964231664852629,0.5764920208977315,0.8403148629007234,0.5137207902487262,0.45223291290121087,20,600,False,1634456007,ACSIncome_full_seed-42_hash-1634456007,,full,,2289054554,Mixtral-8x22B-v0.1,True,,False,42,127998692,ACSIncome,Mixtral-8x22B-v0.1,Mixtral 8x22B,False,-1,True,0.65,0.7693000901171523,0.45,0.7405947732051668,0.379946630155832,0.4111130669870832
Meta-Llama-3-70B__ACSEmployment__-1__QA,0.5164873876351546,0.2622816156435326,0.5884368712273642,0.5575965147596572,0.12502455245104593,0.8125933670991359,0.26127798206923514,0.25120178741077204,0.25289554109626045,0.25905334219022746,0.0,0.0008859206760256235,0.009004237288135594,0.0,0.8839210498046599,0.25905334219022746,0.7171256608267631,0.7200541802172855,meta-llama--Meta-Llama-3-70B,176871,146740,323611,0.9361548278643186,0.14386839858928002,0.8489303043973534,0.4839412444297739,0.28266063113871676,0.49198638037994397,/lustre/fast/fast/groups/sf/folktexts-results/2024-08-28_2/model-meta-llama--Meta-Llama-3-70B_task-ACSEmployment/meta-llama--Meta-Llama-3-70B_bench-186551473/ACSEmployment_full_seed-42_hash-1059916037.test_predictions.csv,0.8173424498926016,0.5,0.1160789501953401,0.2590533421902276,0.24532301253347133,0.9991140793239743,0.009004237288135597,0.9909957627118644,10,600,False,1059916037,ACSEmployment_full_seed-42_hash-1059916037,,full,,3542933047,Meta-Llama-3-70B,False,,False,42,2214502198,ACSEmployment,Meta-Llama-3-70B,Llama 3 70B,False,-1,True,0.7311699910687705,0.7360472913467094,0.7058468046532709,0.7329015391936615,0.11956484219073349,0.7046474366624979
Meta-Llama-3-70B__ACSEmployment__-1__Num,0.7787312545000016,0.12081318897488857,0.8514203831731351,0.790768408667821,0.099947686411333,0.881550108184826,0.1491547590849841,0.04758420072201346,,0.18479937316815898,0.28277751778677573,0.07995093362409704,0.07047850981286019,0.28277751778677573,0.338512249040261,0.18479937316815898,0.5866913636116475,0.47590135790692406,meta-llama--Meta-Llama-3-70B,176871,146740,323611,0.602207588740803,0.2016795221222759,0.7153095981963921,0.6927714861890076,0.2777372387262262,0.6082303214893333,/lustre/fast/fast/groups/sf/folktexts-results/2024-08-28_2/model-meta-llama--Meta-Llama-3-70B_task-ACSEmployment/meta-llama--Meta-Llama-3-70B_bench-2880361452/ACSEmployment_full_seed-42_hash-2438922321.test_predictions.csv,0.8564217822664376,0.5,0.661487750959739,0.18479937316815898,0.7494848381524729,0.920049066375903,0.07047850981286019,0.9275071020390255,10,600,False,2438922321,ACSEmployment_full_seed-42_hash-2438922321,,full,,276891296,Meta-Llama-3-70B,True,,False,42,1654031068,ACSEmployment,Meta-Llama-3-70B,Llama 3 70B,False,-1,True,0.5164,0.7787312545000016,0.2164,0.7783758895711209,0.3077696073121657,0.41155043005336656
Mistral-7B-Instruct-v0.2__ACSMobility__-1__QA,0.7350307598157632,0.14611723485729344,0.8284710721240468,0.5001372669411143,0.001646817478594298,0.9967132832628878,0.26387028157752024,0.2633812456792219,0.2630591604041095,0.003451251078515962,0.0,0.9993311443512101,0.00345125107851596,0.996548748921484,0.0003943217665615142,0.0027810885975367503,0.0,3.031217937432207,mistralai--Mistral-7B-Instruct-v0.2,45648,16446,62094,0.0004670338519019551,0.0025437201907790143,0.0,0.3793103448275862,0.6,0.0,/lustre/fast/fast/groups/sf/folktexts-results/2024-08-28_2/model-mistralai--Mistral-7B-Instruct-v0.2_task-ACSMobility/mistralai--Mistral-7B-Instruct-v0.2_bench-1830363025/ACSMobility_full_seed-42_hash-1600556545.test_predictions.csv,0.5704844589792618,0.5,0.9996056782334385,0.002781088597536785,0.9972189114024632,0.0006688556487899793,0.003451251078515962,0.0,20,600,False,1600556545,ACSMobility_full_seed-42_hash-1600556545,,full,,3713049555,Mistral-7B-Instruct-v0.2,False,,False,42,3534097513,ACSMobility,Mistral-7B-v0.1,Mistral 7B (it),True,-1,True,3.694696104363139e-06,0.5409540374271267,1.2220460363751508e-05,0.6118787644538924,0.020202604108925392,0.001797347471047543
Mistral-7B-Instruct-v0.2__ACSMobility__-1__Num,0.7335169259509775,0.14972419227738376,0.8242368177613321,0.5019083261754718,0.02601820621622608,0.9495885713482631,0.22890471382098113,0.17446951396275387,,0.047619047619047616,0.0,0.9905752158579594,0.04761904761904767,0.9523809523809523,0.005608131791097091,0.019801980198019802,0.0,3.0504013541786037,mistralai--Mistral-7B-Instruct-v0.2,45648,16446,62094,0.0066189970045415015,0.023255813953488372,0.0,0.3771289537712895,0.6,0.0,/lustre/fast/fast/groups/sf/folktexts-results/2024-08-28_2/model-mistralai--Mistral-7B-Instruct-v0.2_task-ACSMobility/mistralai--Mistral-7B-Instruct-v0.2_bench-2328869193/ACSMobility_full_seed-42_hash-3130101066.test_predictions.csv,0.4908986183696751,0.5,0.9943918682089029,0.01980198019801982,0.9801980198019802,0.009424784142040617,0.047619047619047616,0.0,20,600,False,3130101066,ACSMobility_full_seed-42_hash-3130101066,,full,,3314211504,Mistral-7B-Instruct-v0.2,True,,False,42,748098781,ACSMobility,Mistral-7B-v0.1,Mistral 7B (it),True,-1,True,0.15,0.6915966115888814,0.13,0.6914999838953844,0.06464557246014604,0.0923295326440558
Mistral-7B-v0.1__ACSEmployment__-1__QA,0.4534456492517251,0.2620419879334619,0.47340830073880924,0.5,0.0,1.0,0.30098244729748147,0.26284900418482327,0.27344203980544557,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.8025787834843234,mistralai--Mistral-7B-v0.1,176871,146740,323611,1.0,0.0,1.0,0.4534456492517251,0.2620419879334619,0.47340830073880924,/lustre/fast/fast/groups/sf/folktexts-results/2024-08-28_2/model-mistralai--Mistral-7B-v0.1_task-ACSEmployment/mistralai--Mistral-7B-v0.1_bench-9754204/ACSEmployment_full_seed-42_hash-1059916037.test_predictions.csv,0.7583255645074349,0.5,0.0,0.0,0.0,1.0,0.0,1.0,20,600,False,1059916037,ACSEmployment_full_seed-42_hash-1059916037,,full,,2167481567,Mistral-7B-v0.1,False,,False,42,2214502198,ACSEmployment,Mistral-7B-v0.1,Mistral 7B,False,-1,True,0.7311439913388669,0.6878814378992062,0.7185777777777778,0.6801097614110769,0.039720302186701056,0.7162151989534351
Mistral-7B-v0.1__ACSEmployment__-1__Num,0.7889225026343357,0.0789666736533221,0.9045054179076105,0.7925716226758954,0.09669024477875676,0.8827454744002701,0.18767693248993395,0.14391908804077544,,0.2243537832881889,0.4028737767868203,0.1682363363772659,0.2243537832881889,0.4028737767868203,0.24662041827094322,0.10556250150272897,0.6147122704635704,3.170654381994303,mistralai--Mistral-7B-v0.1,176871,146740,323611,0.5119510770647475,0.21268294001597693,0.6023118805344425,0.736710266609526,0.15898507462686573,0.7897022822395956,/lustre/fast/fast/groups/sf/folktexts-results/2024-08-28_2/model-mistralai--Mistral-7B-v0.1_task-ACSEmployment/mistralai--Mistral-7B-v0.1_bench-3599483651/ACSEmployment_full_seed-42_hash-2438922321.test_predictions.csv,0.8036401718627462,0.5,0.7533795817290567,0.10556250150272894,0.8730577513574779,0.8317636636227341,0.2243537832881889,0.7356286538482631,20,600,False,2438922321,ACSEmployment_full_seed-42_hash-2438922321,,full,,1175817378,Mistral-7B-v0.1,True,,False,42,1654031068,ACSEmployment,Mistral-7B-v0.1,Mistral 7B,False,-1,True,0.5,0.7889225026343357,0.5,0.7889225026343357,0.42435264000216777,0.41253603863898325
Mixtral-8x7B-v0.1__ACSMobility__-1__Num,0.735143492124843,0.14569864967520896,0.8289624547291026,0.5,0.0,1.0,0.2525114616549103,0.23756321061617822,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5.064027169958407,mistralai--Mixtral-8x7B-v0.1,45648,16446,62094,0.0,0.0,0.0,0.0,0.0,0.0,/lustre/fast/fast/groups/sf/folktexts-results/2024-08-28_2/model-mistralai--Mixtral-8x7B-v0.1_task-ACSMobility/mistralai--Mixtral-8x7B-v0.1_bench-4113482782/ACSMobility_full_seed-42_hash-3130101066.test_predictions.csv,0.48234090040890065,0.5,1.0,0.0,1.0,0.0,0.0,0.0,20,600,False,3130101066,ACSMobility_full_seed-42_hash-3130101066,,full,,1929023255,Mixtral-8x7B-v0.1,True,,False,42,748098781,ACSMobility,Mixtral-8x7B-v0.1,Mixtral 8x7B,False,-1,True,0.05,0.4673720488291944,inf,0.735143492124843,0.025693393880573966,0.027293297258994428
Mixtral-8x7B-v0.1__ACSMobility__-1__QA,0.7352079105871743,0.16379858301164285,0.8118058833483253,0.5004327964713373,0.0625,0.8888888888888888,0.21089727423383442,0.13493763238476963,0.13487321392243623,0.125,0.0,0.9987838988203819,0.125,0.875,0.0003505082369435682,0.0015891934843067143,0.0,0.6137132154086098,mistralai--Mixtral-8x7B-v0.1,45648,16446,62094,0.0005797661609817374,0.018518518518518517,0.0,0.5555555555555556,1.0,0.0,/lustre/fast/fast/groups/sf/folktexts-results/2024-08-28_2/model-mistralai--Mixtral-8x7B-v0.1_task-ACSMobility/mistralai--Mixtral-8x7B-v0.1_bench-2769920700/ACSMobility_full_seed-42_hash-1600556545.test_predictions.csv,0.5689744180616985,0.5,0.9996494917630564,0.0015891934843067501,0.9984108065156932,0.0012161011796181442,0.125,0.0,20,600,False,1600556545,ACSMobility_full_seed-42_hash-1600556545,,full,,1371269381,Mixtral-8x7B-v0.1,False,,False,42,3534097513,ACSMobility,Mixtral-8x7B-v0.1,Mixtral 8x7B,False,-1,True,0.4073176641628301,0.5684607208425935,0.4072560040878896,0.5184075756111701,0.028491133691199728,0.3997297217975933
Mistral-7B-v0.1__ACSPublicCoverage__-1__QA,0.2984388863997751,0.24550025621316937,0.4876516392072987,0.5,0.0,1.0,0.29686916743383857,0.2934157626457349,0.293415762645731,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.7882520486170487,mistralai--Mistral-7B-v0.1,79858,33971,113829,1.0,0.0,1.0,0.2984388863997751,0.24550025621316937,0.4876516392072987,/lustre/fast/fast/groups/sf/folktexts-results/2024-08-28_2/model-mistralai--Mistral-7B-v0.1_task-ACSPublicCoverage/mistralai--Mistral-7B-v0.1_bench-2774510470/ACSPublicCoverage_full_seed-42_hash-4154753865.test_predictions.csv,0.45002803075308545,0.5,0.0,0.0,0.0,1.0,0.0,1.0,20,600,False,4154753865,ACSPublicCoverage_full_seed-42_hash-4154753865,,full,,2248212468,Mistral-7B-v0.1,False,,False,42,2726196641,ACSPublicCoverage,Mistral-7B-v0.1,Mistral 7B,False,-1,True,inf,0.7015611136002249,0.6369529983792545,0.7002521325848422,0.016234159819474153,0.5918546490455169
